السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الرصيفة,قطعة أرض-سكنى,21,37555287.7,14787.79,821.0819147,2666.67,131.7
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الروابي,قطعة أرض-سكنى,1,22000000,770,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الروضة,قطعة أرض-سكنى,7,259500000,16161.41,13145.2031,15221.22,5954.51
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الغدير,قطعة أرض-سكنى,82,36180001,45488.13,925.6728858,1013.82,805.56
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفضيلة,قطعة أرض-سكنى,32,21859514.67,15334.95,1406.1206,1841.33,900
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الفنار,قطعة أرض-سكنى,89,73620122,50889.24,1606.038393,1871.05,1388.89
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,القريات,قطعة أرض-سكنى,36,53330070.5,17834.18,2905.248388,5256.05,2164.95
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المروة,قطعة أرض-سكنى,23,60848361,13237.98,4264.534529,5000,3894.93
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المنتزهات,قطعة أرض-سكنى,1,1650000,525,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النجمة,قطعة أرض-سكنى,47,30942500,27841.16,1004.52288,1111.11,866.67
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الندى,قطعة أرض-سكنى,228,88385313,172151.36,522.1854436,596.61,438.36
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المسرة,قطعة أرض-سكنى,242,85015500,217312.02,389.9156184,569.2,111.12
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النخيل,قطعة أرض-سكنى,3,6475547.12,1936.01,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الملك فهد,قطعة أرض-سكنى,4,2594000,2074.33,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,النزهة,قطعة أرض-سكنى,11,19818354,7226.4,2311.28371,2693.88,1737.88
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الهجلة الجديد,قطعة أرض-سكنى,25,101760250,17781.78,1218.989238,1523.81,888.89
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الهدا,قطعة أرض-سكنى,13,15627393,5641.22,2373.094867,3868.8,1408
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,ريع اذاخر,قطعة أرض-سكنى,4,3449000,1311.88,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,وادي جليل,قطعة أرض-سكنى,17,12465000,8227.727,1851.967039,2126.98,1570.31
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الوفاء,قطعة أرض-سكنى,102,79821490.77,60045.33,1217.179454,2711.11,833.33
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بلدة ذهبان,قطعة أرض-سكنى,212,103311323.8,141005.9946,659.0972843,822.58,522.22
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مريخ,قطعة أرض-سكنى,8,17845000,5407.51,3465.227818,3478.26,3402.78
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,مشرفة,قطعة أرض-سكنى,69,190123913.7,50982.767,3756.383973,4777.78,3013.71
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بلدة ثول,قطعة أرض-سكنى,2,951000,930,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الزهراء,قطعة أرض-سكنى,4,3745001,1195.92,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العوالي,قطعة أرض-سكنى,6,11868450,5486.65,2182.180567,2333.33,2019.44
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,التنعيم,قطعة أرض-سكنى,7,7365000,8054.14,928.7451121,992.77,800
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الحمراء,قطعة أرض-سكنى,2,710393,1373.91,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الخالدية,قطعة أرض-سكنى,3,2700000,1336.36,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,بطحاء قريش  ,قطعة أرض-سكنى,14,28735000,12522.87,2515.174121,2759.87,2118.09
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العدل,قطعة أرض-سكنى,6,5350000,3948.81,1781.25,2000,1125
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,النسيم,قطعة أرض-سكنى,5,26000000,3487.46,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,جبل النور,قطعة أرض-سكنى,9,22707113,30742.76,699.0710617,1837.68,416.66
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,جرول,قطعة أرض-سكنى,1,4604712,90,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأمواج,قطعة أرض-سكنى,13,16427500,6184,2680.397022,2749.09,2530.61
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الأمير فواز الجنوبى,قطعة أرض-سكنى,20,31074842.31,12548.66,2360.680775,5245.9,1477.78
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,التعاون,قطعة أرض-سكنى,2,1695000,899.98,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الرويس,قطعة أرض-سكنى,6,43059989,6989.34,2763.559892,3587.44,2200.95
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الزهراء,قطعة أرض-سكنى,34,142747045.8,23618.721,5746.230042,8650.72,3570.59
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,السليمانية,قطعة أرض-سكنى,5,11173806.26,3635.5,NULL,NULL,NULL
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,العمارية,قطعة أرض-سكنى,12,23129309.75,3957.74,4246.295993,4636.41,2946.87
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,المجد,قطعة أرض-سكنى,155,42467000,104428.54,429.208005,472.22,390.91
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,النعيم,قطعة أرض-سكنى,21,54821768.05,11854.64,4655.887779,5760,2613.26
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,الياقوت,قطعة أرض-سكنى,63,60647292.43,33709.45,1887.441774,2170.54,1746.03
2024,3,الربع الثالث,20243,مكة المكرمة,جدة,بترومين,قطعة أرض-سكنى,53,65762506.79,21024.21,3394.456296,4114.79,2672.03
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,الشهداء,قطعة أرض-سكنى,6,5675000,3900,1287.878788,1500,722.22
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,العزيزية,قطعة أرض-سكنى,19,57371267.95,12290.42,4020.231456,6401.64,2666.67
2024,3,الربع الثالث,20243,مكة المكرمة,مكة المكرمة,المعابده,قطعة أرض-سكنى,11,10429885,3364.92,1191.393226,1861.82,731.42
